Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
MyLogo,https://jwhatley-ontic-co.github.io/appletvgraphics/Ontic%20Apple%20TV-FINAL.jpeg,0:00:10,1:00:00,1/1/24 0:00,12/31/30 23:59,yes
